work_id,title,creator_ref,creator_name,period_ref,icon_ref,status,repository,support,dimensions,source_book,source_chapter,originalsource_sentence
work_4254c3bd,青城山圖,P_76832,李昇,五代/宋初,,见存,請於聖壽寺,Wall,,《益州名画录》,卷上,"李昇者, 成都人也。小字<sup>〔1〕</sup> 錦奴。年纔弱冠<sup>〔2〕</sup>, 志攻山水, 天縱生知<sup>〔3〕</sup>, 不從師學。初得張藻員外<sup>〔4〕</sup> (唐時名士), (善畫山水)山水一軸, 玩之數日, 云<sup>〔5〕</sup>: “未盡妙矣<sup>〔6〕</sup>。” 遂出, 意寫蜀境<sup>〔7〕</sup> 山川平遠<sup>〔8〕</sup>, 心思造化<sup>〔9〕</sup>, 意出先賢<sup>〔10〕</sup>。數年之中, 創成一家之能<sup>〔11〕</sup>, 俱盡山水之妙。每含毫就素<sup>〔12〕</sup>, 必有新奇。《桃源洞<sup>〔13〕</sup> 圖》《武陵溪圖》《青城山圖》《峨眉山圖》《二十四化山圖》, 好事得之, 為箱篋珍<sup>〔14〕</sup>; 後學得之, 以為亡言師<sup>〔15〕</sup>。明皇<sup>〔16〕</sup> 朝有李將軍<sup>〔17〕</sup> 擅名山水<sup>〔18〕</sup>, 蜀人皆呼昇為小李將軍<sup>〔19〕</sup>, 蓋其藝相匹<sup>〔20〕</sup> 爾。悟達國師自京入蜀, 重<sup>〔21〕</sup> 其高手, 請於聖壽寺本院同居數年, 因於廳<sup>〔22〕</sup> 壁畫《出峽圖》<sup>〔23〕</sup> 一堵、《霧中山圖》一堵。既而又請於大聖慈寺真堂<sup>〔24〕</sup> 內畫《漢州<sup>〔25〕</sup> 三學山<sup>〔26〕</sup> 圖》一堵、《彭州<sup>〔27〕</sup> 至德山<sup>〔28〕</sup>》一堵, 時稱悟達國師真堂四絕: 常粲寫真<sup>〔29〕</sup>、僧道盈書額<sup>〔30〕</sup>、李商隱讚<sup>〔31〕</sup>、李昇畫山水。今見存。"
work_0be9e355,峨眉山圖,P_76832,李昇,五代/宋初,,见存,請於聖壽寺,Wall,,《益州名画录》,卷上,"李昇者, 成都人也。小字<sup>〔1〕</sup> 錦奴。年纔弱冠<sup>〔2〕</sup>, 志攻山水, 天縱生知<sup>〔3〕</sup>, 不從師學。初得張藻員外<sup>〔4〕</sup> (唐時名士), (善畫山水)山水一軸, 玩之數日, 云<sup>〔5〕</sup>: “未盡妙矣<sup>〔6〕</sup>。” 遂出, 意寫蜀境<sup>〔7〕</sup> 山川平遠<sup>〔8〕</sup>, 心思造化<sup>〔9〕</sup>, 意出先賢<sup>〔10〕</sup>。數年之中, 創成一家之能<sup>〔11〕</sup>, 俱盡山水之妙。每含毫就素<sup>〔12〕</sup>, 必有新奇。《桃源洞<sup>〔13〕</sup> 圖》《武陵溪圖》《青城山圖》《峨眉山圖》《二十四化山圖》, 好事得之, 為箱篋珍<sup>〔14〕</sup>; 後學得之, 以為亡言師<sup>〔15〕</sup>。明皇<sup>〔16〕</sup> 朝有李將軍<sup>〔17〕</sup> 擅名山水<sup>〔18〕</sup>, 蜀人皆呼昇為小李將軍<sup>〔19〕</sup>, 蓋其藝相匹<sup>〔20〕</sup> 爾。悟達國師自京入蜀, 重<sup>〔21〕</sup> 其高手, 請於聖壽寺本院同居數年, 因於廳<sup>〔22〕</sup> 壁畫《出峽圖》<sup>〔23〕</sup> 一堵、《霧中山圖》一堵。既而又請於大聖慈寺真堂<sup>〔24〕</sup> 內畫《漢州<sup>〔25〕</sup> 三學山<sup>〔26〕</sup> 圖》一堵、《彭州<sup>〔27〕</sup> 至德山<sup>〔28〕</sup>》一堵, 時稱悟達國師真堂四絕: 常粲寫真<sup>〔29〕</sup>、僧道盈書額<sup>〔30〕</sup>、李商隱讚<sup>〔31〕</sup>、李昇畫山水。今見存。"
work_723d6822,二十四化山圖,P_76832,李昇,五代/宋初,,见存,請於聖壽寺,Wall,,《益州名画录》,卷上,"李昇者, 成都人也。小字<sup>〔1〕</sup> 錦奴。年纔弱冠<sup>〔2〕</sup>, 志攻山水, 天縱生知<sup>〔3〕</sup>, 不從師學。初得張藻員外<sup>〔4〕</sup> (唐時名士), (善畫山水)山水一軸, 玩之數日, 云<sup>〔5〕</sup>: “未盡妙矣<sup>〔6〕</sup>。” 遂出, 意寫蜀境<sup>〔7〕</sup> 山川平遠<sup>〔8〕</sup>, 心思造化<sup>〔9〕</sup>, 意出先賢<sup>〔10〕</sup>。數年之中, 創成一家之能<sup>〔11〕</sup>, 俱盡山水之妙。每含毫就素<sup>〔12〕</sup>, 必有新奇。《桃源洞<sup>〔13〕</sup> 圖》《武陵溪圖》《青城山圖》《峨眉山圖》《二十四化山圖》, 好事得之, 為箱篋珍<sup>〔14〕</sup>; 後學得之, 以為亡言師<sup>〔15〕</sup>。明皇<sup>〔16〕</sup> 朝有李將軍<sup>〔17〕</sup> 擅名山水<sup>〔18〕</sup>, 蜀人皆呼昇為小李將軍<sup>〔19〕</sup>, 蓋其藝相匹<sup>〔20〕</sup> 爾。悟達國師自京入蜀, 重<sup>〔21〕</sup> 其高手, 請於聖壽寺本院同居數年, 因於廳<sup>〔22〕</sup> 壁畫《出峽圖》<sup>〔23〕</sup> 一堵、《霧中山圖》一堵。既而又請於大聖慈寺真堂<sup>〔24〕</sup> 內畫《漢州<sup>〔25〕</sup> 三學山<sup>〔26〕</sup> 圖》一堵、《彭州<sup>〔27〕</sup> 至德山<sup>〔28〕</sup>》一堵, 時稱悟達國師真堂四絕: 常粲寫真<sup>〔29〕</sup>、僧道盈書額<sup>〔30〕</sup>、李商隱讚<sup>〔31〕</sup>、李昇畫山水。今見存。"
work_fbbfa933,出峽圖,P_76832,李昇,五代/宋初,,见存,請於聖壽寺,Wall,,《益州名画录》,卷上,"李昇者, 成都人也。小字<sup>〔1〕</sup> 錦奴。年纔弱冠<sup>〔2〕</sup>, 志攻山水, 天縱生知<sup>〔3〕</sup>, 不從師學。初得張藻員外<sup>〔4〕</sup> (唐時名士), (善畫山水)山水一軸, 玩之數日, 云<sup>〔5〕</sup>: “未盡妙矣<sup>〔6〕</sup>。” 遂出, 意寫蜀境<sup>〔7〕</sup> 山川平遠<sup>〔8〕</sup>, 心思造化<sup>〔9〕</sup>, 意出先賢<sup>〔10〕</sup>。數年之中, 創成一家之能<sup>〔11〕</sup>, 俱盡山水之妙。每含毫就素<sup>〔12〕</sup>, 必有新奇。《桃源洞<sup>〔13〕</sup> 圖》《武陵溪圖》《青城山圖》《峨眉山圖》《二十四化山圖》, 好事得之, 為箱篋珍<sup>〔14〕</sup>; 後學得之, 以為亡言師<sup>〔15〕</sup>。明皇<sup>〔16〕</sup> 朝有李將軍<sup>〔17〕</sup> 擅名山水<sup>〔18〕</sup>, 蜀人皆呼昇為小李將軍<sup>〔19〕</sup>, 蓋其藝相匹<sup>〔20〕</sup> 爾。悟達國師自京入蜀, 重<sup>〔21〕</sup> 其高手, 請於聖壽寺本院同居數年, 因於廳<sup>〔22〕</sup> 壁畫《出峽圖》<sup>〔23〕</sup> 一堵、《霧中山圖》一堵。既而又請於大聖慈寺真堂<sup>〔24〕</sup> 內畫《漢州<sup>〔25〕</sup> 三學山<sup>〔26〕</sup> 圖》一堵、《彭州<sup>〔27〕</sup> 至德山<sup>〔28〕</sup>》一堵, 時稱悟達國師真堂四絕: 常粲寫真<sup>〔29〕</sup>、僧道盈書額<sup>〔30〕</sup>、李商隱讚<sup>〔31〕</sup>、李昇畫山水。今見存。"
work_fc5cdf58,霧中山圖,P_76832,李昇,五代/宋初,,见存,請於聖壽寺,Wall,,《益州名画录》,卷上,"李昇者, 成都人也。小字<sup>〔1〕</sup> 錦奴。年纔弱冠<sup>〔2〕</sup>, 志攻山水, 天縱生知<sup>〔3〕</sup>, 不從師學。初得張藻員外<sup>〔4〕</sup> (唐時名士), (善畫山水)山水一軸, 玩之數日, 云<sup>〔5〕</sup>: “未盡妙矣<sup>〔6〕</sup>。” 遂出, 意寫蜀境<sup>〔7〕</sup> 山川平遠<sup>〔8〕</sup>, 心思造化<sup>〔9〕</sup>, 意出先賢<sup>〔10〕</sup>。數年之中, 創成一家之能<sup>〔11〕</sup>, 俱盡山水之妙。每含毫就素<sup>〔12〕</sup>, 必有新奇。《桃源洞<sup>〔13〕</sup> 圖》《武陵溪圖》《青城山圖》《峨眉山圖》《二十四化山圖》, 好事得之, 為箱篋珍<sup>〔14〕</sup>; 後學得之, 以為亡言師<sup>〔15〕</sup>。明皇<sup>〔16〕</sup> 朝有李將軍<sup>〔17〕</sup> 擅名山水<sup>〔18〕</sup>, 蜀人皆呼昇為小李將軍<sup>〔19〕</sup>, 蓋其藝相匹<sup>〔20〕</sup> 爾。悟達國師自京入蜀, 重<sup>〔21〕</sup> 其高手, 請於聖壽寺本院同居數年, 因於廳<sup>〔22〕</sup> 壁畫《出峽圖》<sup>〔23〕</sup> 一堵、《霧中山圖》一堵。既而又請於大聖慈寺真堂<sup>〔24〕</sup> 內畫《漢州<sup>〔25〕</sup> 三學山<sup>〔26〕</sup> 圖》一堵、《彭州<sup>〔27〕</sup> 至德山<sup>〔28〕</sup>》一堵, 時稱悟達國師真堂四絕: 常粲寫真<sup>〔29〕</sup>、僧道盈書額<sup>〔30〕</sup>、李商隱讚<sup>〔31〕</sup>、李昇畫山水。今見存。"
work_c4833fc1,戰勝天王,P_69704,張玄,五代/宋初,,见存,今昭覺寺,Wall,,《益州名画录》,卷上,"張玄者, 簡州金水<sup>〔1〕</sup> 石城山<sup>〔2〕</sup> 人也。攻畫人物, 尤善羅漢。當王氏偏霸<sup>〔3〕</sup> 武成<sup>〔4〕</sup> 年, 聲跡喧然<sup>〔5〕</sup>, 時呼玄為 “張羅漢”。荊、湖、淮、浙令人入蜀, 縱價收市<sup>〔6〕</sup>, 將<sup>〔7〕</sup> 歸本道<sup>〔8〕</sup>。前輩畫佛像、羅漢, 相傳曹樣、吳樣二本, 曹起曹弗興<sup>〔9〕</sup>, 吳起吳棟<sup>〔10〕</sup>。曹畫衣紋稠疊, 吳畫衣紋簡略<sup>〔11〕</sup>。其曹畫, 今昭覺寺孫位《戰勝天王》是也<sup>〔12〕</sup>; 其吳畫, 今大聖慈寺盧楞伽《行道高僧》是也。玄畫羅漢, 吳樣矣。今大聖慈寺灌頂院《羅漢》一堂<sup>〔13〕</sup> 十六軀, 見存。"
work_38f98835,行道高僧,P_69704,張玄,五代/宋初,,见存,今昭覺寺,Wall,,《益州名画录》,卷上,"張玄者, 簡州金水<sup>〔1〕</sup> 石城山<sup>〔2〕</sup> 人也。攻畫人物, 尤善羅漢。當王氏偏霸<sup>〔3〕</sup> 武成<sup>〔4〕</sup> 年, 聲跡喧然<sup>〔5〕</sup>, 時呼玄為 “張羅漢”。荊、湖、淮、浙令人入蜀, 縱價收市<sup>〔6〕</sup>, 將<sup>〔7〕</sup> 歸本道<sup>〔8〕</sup>。前輩畫佛像、羅漢, 相傳曹樣、吳樣二本, 曹起曹弗興<sup>〔9〕</sup>, 吳起吳棟<sup>〔10〕</sup>。曹畫衣紋稠疊, 吳畫衣紋簡略<sup>〔11〕</sup>。其曹畫, 今昭覺寺孫位《戰勝天王》是也<sup>〔12〕</sup>; 其吳畫, 今大聖慈寺盧楞伽《行道高僧》是也。玄畫羅漢, 吳樣矣。今大聖慈寺灌頂院《羅漢》一堂<sup>〔13〕</sup> 十六軀, 見存。"
work_947f1195,羅漢,P_69704,張玄,五代/宋初,,见存,今昭覺寺,Wall,,《益州名画录》,卷上,"張玄者, 簡州金水<sup>〔1〕</sup> 石城山<sup>〔2〕</sup> 人也。攻畫人物, 尤善羅漢。當王氏偏霸<sup>〔3〕</sup> 武成<sup>〔4〕</sup> 年, 聲跡喧然<sup>〔5〕</sup>, 時呼玄為 “張羅漢”。荊、湖、淮、浙令人入蜀, 縱價收市<sup>〔6〕</sup>, 將<sup>〔7〕</sup> 歸本道<sup>〔8〕</sup>。前輩畫佛像、羅漢, 相傳曹樣、吳樣二本, 曹起曹弗興<sup>〔9〕</sup>, 吳起吳棟<sup>〔10〕</sup>。曹畫衣紋稠疊, 吳畫衣紋簡略<sup>〔11〕</sup>。其曹畫, 今昭覺寺孫位《戰勝天王》是也<sup>〔12〕</sup>; 其吳畫, 今大聖慈寺盧楞伽《行道高僧》是也。玄畫羅漢, 吳樣矣。今大聖慈寺灌頂院《羅漢》一堂<sup>〔13〕</sup> 十六軀, 見存。"
work_0aca09a4,杜天師（光庭）真,P_69704,張玄,五代/宋初,,见存,為遠祖於上清祖殿,Wall,,《益州名画录》,卷上,"杜齯龜者, 其先本秦<sup>〔2〕</sup> 人, 避祿山之亂, 遂居蜀焉。齯龜少能博學, 涉獵<sup>〔3〕</sup> 經史<sup>〔4〕</sup>, 專<sup>〔5〕</sup> 師常粲寫真、雜畫, 而妙於佛像、羅漢。王蜀少主以<sup>〔6〕</sup> 高祖<sup>〔7〕</sup> 受唐深恩, 將興元<sup>〔8〕</sup> 節度使唐（道襲）<sup>〔9〕</sup> 私第為上清宮<sup>〔10〕</sup>, 塑王子晉<sup>〔11〕</sup> 為遠祖於上清祖殿, 命齯龜寫大唐二十一帝御容於殿堂之四壁。每三會五獵<sup>〔12〕</sup>, 差太尉、公卿薦獻宮內, 殿堂行事, 齋宮職掌, 并依太清宮故事。又命齯龜寫先主、太妃、太后真於青城山<sup>〔13〕</sup> 金華宮。授翰林待詔, 賜紫金魚袋。今嚴君平觀<sup>〔14〕</sup> 《杜天師（光庭）真》、大聖慈寺華嚴閣東廊下《祐聖國師（光業）<sup>〔15〕</sup> 真》, 並齯龜筆, 見存。"
work_160703f2,四時雀竹,P_61497,刁光胤,五代/宋初,,未知,孔類升堂,Wall,,《益州名画录》,卷上,"刁光胤者, 雍京人也。天復年入蜀, 攻畫湖石、花竹、貓兎、鳥雀, 性情高潔, 交遊不雜。入蜀之後, 前輩有攻花雀者, 頓減價矣<sup>〔1〕</sup>。有師問<sup>〔2〕</sup> 筆法者, 黃筌、孔嵩二人, 親授其訣。孔類升堂, 黃得入室<sup>〔3〕</sup>。刁公居蜀三十餘年, 筆無蹔暇<sup>〔4〕</sup>, 非病不休, 非老不息。卒時<sup>〔5〕</sup> 八十以來, 豪貴之家及好事者, 收得其畫, 將為家寶<sup>〔6〕</sup>, 傳視子孫<sup>〔7〕</sup>。大聖慈寺熾盛光院明僧録房窗傍小壁四堵, 畫《四時雀竹》。廣政中黃居寀重粧《雀蝶》, 精奇轉甚<sup>〔8〕</sup>。三學院大廳小壁《花雀》兩堵, 光胤畫時年已耄<sup>〔9〕</sup> 矣。"
work_ed8c7c9f,雀蝶,P_61497,刁光胤,五代/宋初,,未知,孔類升堂,Wall,,《益州名画录》,卷上,"刁光胤者, 雍京人也。天復年入蜀, 攻畫湖石、花竹、貓兎、鳥雀, 性情高潔, 交遊不雜。入蜀之後, 前輩有攻花雀者, 頓減價矣<sup>〔1〕</sup>。有師問<sup>〔2〕</sup> 筆法者, 黃筌、孔嵩二人, 親授其訣。孔類升堂, 黃得入室<sup>〔3〕</sup>。刁公居蜀三十餘年, 筆無蹔暇<sup>〔4〕</sup>, 非病不休, 非老不息。卒時<sup>〔5〕</sup> 八十以來, 豪貴之家及好事者, 收得其畫, 將為家寶<sup>〔6〕</sup>, 傳視子孫<sup>〔7〕</sup>。大聖慈寺熾盛光院明僧録房窗傍小壁四堵, 畫《四時雀竹》。廣政中黃居寀重粧《雀蝶》, 精奇轉甚<sup>〔8〕</sup>。三學院大廳小壁《花雀》兩堵, 光胤畫時年已耄<sup>〔9〕</sup> 矣。"
work_69ea0bc6,花雀,P_61497,刁光胤,五代/宋初,,未知,孔類升堂,Wall,,《益州名画录》,卷上,"刁光胤者, 雍京人也。天復年入蜀, 攻畫湖石、花竹、貓兎、鳥雀, 性情高潔, 交遊不雜。入蜀之後, 前輩有攻花雀者, 頓減價矣<sup>〔1〕</sup>。有師問<sup>〔2〕</sup> 筆法者, 黃筌、孔嵩二人, 親授其訣。孔類升堂, 黃得入室<sup>〔3〕</sup>。刁公居蜀三十餘年, 筆無蹔暇<sup>〔4〕</sup>, 非病不休, 非老不息。卒時<sup>〔5〕</sup> 八十以來, 豪貴之家及好事者, 收得其畫, 將為家寶<sup>〔6〕</sup>, 傳視子孫<sup>〔7〕</sup>。大聖慈寺熾盛光院明僧録房窗傍小壁四堵, 畫《四時雀竹》。廣政中黃居寀重粧《雀蝶》, 精奇轉甚<sup>〔8〕</sup>。三學院大廳小壁《花雀》兩堵, 光胤畫時年已耄<sup>〔9〕</sup> 矣。"
work_2ecd8a3e,論語,P_61497,刁光胤,五代/宋初,,未知,孔類升堂,Unknown,,《益州名画录》,卷上,"[3] 孔類升堂, 黃得入室, 升堂、入室的典故出自《論語》: “由 (子路) 也升堂矣, 未入於室也。” ([魏] 何晏集解, [梁] 皇侃義疏《論"
work_f0916db6,五岳四瀆部屬諸神,P_51548,蒲師訓,五代/宋初,,见存,立於殿,Wall,,《益州名画录》,卷上,"蒲師訓者, 蜀人也。幼師房從真畫人物、鬼神、蕃馬<sup>〔1〕</sup>。長興年<sup>〔2〕</sup>, 值孟令公<sup>〔3〕</sup> 改元, 興修諸廟, 師訓畫江瀆廟<sup>〔4〕</sup>、諸葛廟、龍女廟。及先主殂, 畫陵廟鬼神、蕃漢人物、旗幟兵仗<sup>〔5〕</sup>、公王車馬、禮服儀式, 縱橫浩瀚<sup>〔6〕</sup>, 莫不周至。授翰林待詔, 賜紫金魚袋。甲寅歲<sup>〔7〕</sup> 春末, 蜀王或<sup>〔8〕</sup> 夜夢一人, 破帽故欄<sup>〔9〕</sup>, 龐眉<sup>〔10〕</sup> 大目, 方頤廣顙<sup>〔11〕</sup>, 立於殿堦<sup>〔12〕</sup>, 跂<sup>〔13〕</sup> 一足, 曰: “請修理之。” 言訖寢覺<sup>〔14〕</sup>。翌日, 因檢他籍, 見此<sup>〔15〕</sup> 古畫, 是前夕所夢者神, 故絹穿, 損畫之左足<sup>〔16〕</sup>。遂命師訓令驗此畫是誰之筆, 師訓對云: “唐吳道玄之筆, 曾應明皇夢, 云痁者神<sup>〔17〕</sup> 也。” 因令重修此足呈進。後蜀主復夢前神謝曰: “吾足履<sup>〔18〕</sup> 矣。” 上慮為祟<sup>〔19〕</sup>, 即命焚之。青城山丈人觀真君殿內《五岳四瀆部屬諸神》, 張素卿筆。廣政中, 山水泛溢, 衝損數堵, 蜀王<sup>〔20〕</sup> 命師訓曰: “素卿之筆, 公往繼之可矣。” 四堵, 師訓筆也。（今丈人觀聖朝廣其殿宇, 重新興創別畫<sup>〔21〕</sup>, 無舊蹤矣。）王蜀先主祠堂<sup>〔22〕</sup> 東畔正門東畔《鬼神》一堵, 寶曆寺天王閣下《天王部屬》, 房從真筆, 後人粧損, 師訓再修, 兼自畫兩堵。大聖慈寺南廊下觀音院門兩《金剛》, 鄰壁《請塔天王》, 並師訓筆, 見存。"
work_7b9d6b18,鬼神,P_51548,蒲師訓,五代/宋初,,见存,立於殿,Wall,,《益州名画录》,卷上,"蒲師訓者, 蜀人也。幼師房從真畫人物、鬼神、蕃馬<sup>〔1〕</sup>。長興年<sup>〔2〕</sup>, 值孟令公<sup>〔3〕</sup> 改元, 興修諸廟, 師訓畫江瀆廟<sup>〔4〕</sup>、諸葛廟、龍女廟。及先主殂, 畫陵廟鬼神、蕃漢人物、旗幟兵仗<sup>〔5〕</sup>、公王車馬、禮服儀式, 縱橫浩瀚<sup>〔6〕</sup>, 莫不周至。授翰林待詔, 賜紫金魚袋。甲寅歲<sup>〔7〕</sup> 春末, 蜀王或<sup>〔8〕</sup> 夜夢一人, 破帽故欄<sup>〔9〕</sup>, 龐眉<sup>〔10〕</sup> 大目, 方頤廣顙<sup>〔11〕</sup>, 立於殿堦<sup>〔12〕</sup>, 跂<sup>〔13〕</sup> 一足, 曰: “請修理之。” 言訖寢覺<sup>〔14〕</sup>。翌日, 因檢他籍, 見此<sup>〔15〕</sup> 古畫, 是前夕所夢者神, 故絹穿, 損畫之左足<sup>〔16〕</sup>。遂命師訓令驗此畫是誰之筆, 師訓對云: “唐吳道玄之筆, 曾應明皇夢, 云痁者神<sup>〔17〕</sup> 也。” 因令重修此足呈進。後蜀主復夢前神謝曰: “吾足履<sup>〔18〕</sup> 矣。” 上慮為祟<sup>〔19〕</sup>, 即命焚之。青城山丈人觀真君殿內《五岳四瀆部屬諸神》, 張素卿筆。廣政中, 山水泛溢, 衝損數堵, 蜀王<sup>〔20〕</sup> 命師訓曰: “素卿之筆, 公往繼之可矣。” 四堵, 師訓筆也。（今丈人觀聖朝廣其殿宇, 重新興創別畫<sup>〔21〕</sup>, 無舊蹤矣。）王蜀先主祠堂<sup>〔22〕</sup> 東畔正門東畔《鬼神》一堵, 寶曆寺天王閣下《天王部屬》, 房從真筆, 後人粧損, 師訓再修, 兼自畫兩堵。大聖慈寺南廊下觀音院門兩《金剛》, 鄰壁《請塔天王》, 並師訓筆, 見存。"
work_705ea211,天王部屬,P_51548,蒲師訓,五代/宋初,,见存,立於殿,Wall,,《益州名画录》,卷上,"蒲師訓者, 蜀人也。幼師房從真畫人物、鬼神、蕃馬<sup>〔1〕</sup>。長興年<sup>〔2〕</sup>, 值孟令公<sup>〔3〕</sup> 改元, 興修諸廟, 師訓畫江瀆廟<sup>〔4〕</sup>、諸葛廟、龍女廟。及先主殂, 畫陵廟鬼神、蕃漢人物、旗幟兵仗<sup>〔5〕</sup>、公王車馬、禮服儀式, 縱橫浩瀚<sup>〔6〕</sup>, 莫不周至。授翰林待詔, 賜紫金魚袋。甲寅歲<sup>〔7〕</sup> 春末, 蜀王或<sup>〔8〕</sup> 夜夢一人, 破帽故欄<sup>〔9〕</sup>, 龐眉<sup>〔10〕</sup> 大目, 方頤廣顙<sup>〔11〕</sup>, 立於殿堦<sup>〔12〕</sup>, 跂<sup>〔13〕</sup> 一足, 曰: “請修理之。” 言訖寢覺<sup>〔14〕</sup>。翌日, 因檢他籍, 見此<sup>〔15〕</sup> 古畫, 是前夕所夢者神, 故絹穿, 損畫之左足<sup>〔16〕</sup>。遂命師訓令驗此畫是誰之筆, 師訓對云: “唐吳道玄之筆, 曾應明皇夢, 云痁者神<sup>〔17〕</sup> 也。” 因令重修此足呈進。後蜀主復夢前神謝曰: “吾足履<sup>〔18〕</sup> 矣。” 上慮為祟<sup>〔19〕</sup>, 即命焚之。青城山丈人觀真君殿內《五岳四瀆部屬諸神》, 張素卿筆。廣政中, 山水泛溢, 衝損數堵, 蜀王<sup>〔20〕</sup> 命師訓曰: “素卿之筆, 公往繼之可矣。” 四堵, 師訓筆也。（今丈人觀聖朝廣其殿宇, 重新興創別畫<sup>〔21〕</sup>, 無舊蹤矣。）王蜀先主祠堂<sup>〔22〕</sup> 東畔正門東畔《鬼神》一堵, 寶曆寺天王閣下《天王部屬》, 房從真筆, 後人粧損, 師訓再修, 兼自畫兩堵。大聖慈寺南廊下觀音院門兩《金剛》, 鄰壁《請塔天王》, 並師訓筆, 見存。"
work_703f4d6d,金剛,P_51548,蒲師訓,五代/宋初,,见存,立於殿,Wall,,《益州名画录》,卷上,"蒲師訓者, 蜀人也。幼師房從真畫人物、鬼神、蕃馬<sup>〔1〕</sup>。長興年<sup>〔2〕</sup>, 值孟令公<sup>〔3〕</sup> 改元, 興修諸廟, 師訓畫江瀆廟<sup>〔4〕</sup>、諸葛廟、龍女廟。及先主殂, 畫陵廟鬼神、蕃漢人物、旗幟兵仗<sup>〔5〕</sup>、公王車馬、禮服儀式, 縱橫浩瀚<sup>〔6〕</sup>, 莫不周至。授翰林待詔, 賜紫金魚袋。甲寅歲<sup>〔7〕</sup> 春末, 蜀王或<sup>〔8〕</sup> 夜夢一人, 破帽故欄<sup>〔9〕</sup>, 龐眉<sup>〔10〕</sup> 大目, 方頤廣顙<sup>〔11〕</sup>, 立於殿堦<sup>〔12〕</sup>, 跂<sup>〔13〕</sup> 一足, 曰: “請修理之。” 言訖寢覺<sup>〔14〕</sup>。翌日, 因檢他籍, 見此<sup>〔15〕</sup> 古畫, 是前夕所夢者神, 故絹穿, 損畫之左足<sup>〔16〕</sup>。遂命師訓令驗此畫是誰之筆, 師訓對云: “唐吳道玄之筆, 曾應明皇夢, 云痁者神<sup>〔17〕</sup> 也。” 因令重修此足呈進。後蜀主復夢前神謝曰: “吾足履<sup>〔18〕</sup> 矣。” 上慮為祟<sup>〔19〕</sup>, 即命焚之。青城山丈人觀真君殿內《五岳四瀆部屬諸神》, 張素卿筆。廣政中, 山水泛溢, 衝損數堵, 蜀王<sup>〔20〕</sup> 命師訓曰: “素卿之筆, 公往繼之可矣。” 四堵, 師訓筆也。（今丈人觀聖朝廣其殿宇, 重新興創別畫<sup>〔21〕</sup>, 無舊蹤矣。）王蜀先主祠堂<sup>〔22〕</sup> 東畔正門東畔《鬼神》一堵, 寶曆寺天王閣下《天王部屬》, 房從真筆, 後人粧損, 師訓再修, 兼自畫兩堵。大聖慈寺南廊下觀音院門兩《金剛》, 鄰壁《請塔天王》, 並師訓筆, 見存。"
work_c2ab3069,請塔天王,P_51548,蒲師訓,五代/宋初,,见存,立於殿,Wall,,《益州名画录》,卷上,"蒲師訓者, 蜀人也。幼師房從真畫人物、鬼神、蕃馬<sup>〔1〕</sup>。長興年<sup>〔2〕</sup>, 值孟令公<sup>〔3〕</sup> 改元, 興修諸廟, 師訓畫江瀆廟<sup>〔4〕</sup>、諸葛廟、龍女廟。及先主殂, 畫陵廟鬼神、蕃漢人物、旗幟兵仗<sup>〔5〕</sup>、公王車馬、禮服儀式, 縱橫浩瀚<sup>〔6〕</sup>, 莫不周至。授翰林待詔, 賜紫金魚袋。甲寅歲<sup>〔7〕</sup> 春末, 蜀王或<sup>〔8〕</sup> 夜夢一人, 破帽故欄<sup>〔9〕</sup>, 龐眉<sup>〔10〕</sup> 大目, 方頤廣顙<sup>〔11〕</sup>, 立於殿堦<sup>〔12〕</sup>, 跂<sup>〔13〕</sup> 一足, 曰: “請修理之。” 言訖寢覺<sup>〔14〕</sup>。翌日, 因檢他籍, 見此<sup>〔15〕</sup> 古畫, 是前夕所夢者神, 故絹穿, 損畫之左足<sup>〔16〕</sup>。遂命師訓令驗此畫是誰之筆, 師訓對云: “唐吳道玄之筆, 曾應明皇夢, 云痁者神<sup>〔17〕</sup> 也。” 因令重修此足呈進。後蜀主復夢前神謝曰: “吾足履<sup>〔18〕</sup> 矣。” 上慮為祟<sup>〔19〕</sup>, 即命焚之。青城山丈人觀真君殿內《五岳四瀆部屬諸神》, 張素卿筆。廣政中, 山水泛溢, 衝損數堵, 蜀王<sup>〔20〕</sup> 命師訓曰: “素卿之筆, 公往繼之可矣。” 四堵, 師訓筆也。（今丈人觀聖朝廣其殿宇, 重新興創別畫<sup>〔21〕</sup>, 無舊蹤矣。）王蜀先主祠堂<sup>〔22〕</sup> 東畔正門東畔《鬼神》一堵, 寶曆寺天王閣下《天王部屬》, 房從真筆, 後人粧損, 師訓再修, 兼自畫兩堵。大聖慈寺南廊下觀音院門兩《金剛》, 鄰壁《請塔天王》, 並師訓筆, 見存。"
