person_id,person_name,relation_type,related_person_id,related_person_name,role_person,role_related,source_book,source_chapter,source_text
meso_李渐,李渐,Kinship,meso_戴嵩,戴嵩,Younger Brother,Older Brother,《历代名画记》,第一卷 冯提伽,汉王元昌弟韩王元嘉，滕王元婴　阎立德弟立本　张孝师范长寿　何长寿　尉迟乙僧　刘孝思　靳智翼　王定　梁宽　吴智敏　康萨陀　王知慎　王韶应　檀智敏　杨须跋　赵武端　范龙树　周乌孙　杨德绍　陈义　殷[1]殷季友　许琨　僧法明　钱国养　左文通　王陁子　牛昭　吴道子　张爱儿　杨惠之　员明　程进　韩伯通　窦弘果　毛婆罗　孙仁贵　金忠义　翟琰　李生　张藏　杨庭光　卢稜伽　姚景仙　武静藏　董崿　陈静心弟静眼　程雅　杨坦　杨仙乔　解倩　冯绍正　姜皎　李思训弟思诲，思诲子林甫，林甫弟昭道，林甫侄凑　薛稷　郎馀令　曹元廓　刘行臣　畅䛒[2]子明瑾　杨宁　杨昇　张萱　尹琳　李仲昌　李嗣真　韦无忝弟无纵　朱抱一　竺元标　蔡金刚　毛嵩　姚彦山　程逊　董好子　杨树儿　耿纯　任贞亮　陆庭曜　畅整　李相国　陈悫　刘智敏　史晟　何君墨　京元成　崔霞　冷元琇　马光业　李蛮子　马树鹰　祝丘　潘细衣　周子敬　段去惑　僧智瑰　殷令名　殷闻礼子仲容　谈皎　僧金刚三藏　张遵礼　王绍宗　宋令文　司马承祯　卢鸿　释翛然　郑虔　郑逾　曹霸　李果奴果奴孙士昉　韩幹　孔荣　陈闳　孟仲晖　杜景祥　王允之　王维　张諲　刘方平　王熊　王象　田琦窦师纶　江都王绪　李逖　李平钧　崔阳元　李炅　张维亘　李滔　张通　耿昌言弟昌期　周古言　严杲　杨德本　具俊　李韶　魏晋孙　蒯廉　白旻　韩嶷子文肃　陈庭　高江　车道政　滕王湛然　齐皎皎弟暎　朱审　王宰　毕宏　杨炎　史瓒　裴谞　韦鉴弟銮，子鶠　张璪陈昙　顾况　沈宁　刘商　刘整　刘之奇　边鸾　于锡　强颖　梁广　陈庶　陈恪恪子积善　戴重席　刘之章　周昉　赵博文兄博宣　王朏　郑寓　韩滉　戴嵩嵩弟峄李渐子仲和　萧祐　周太素　麹庭萧悦　张志和　侯莫陈厦　僧道芬　郑町　梁洽　项容　吴恬　王默
meso_冯提伽,冯提伽,Master-Student,meso_何长寿,何长寿,Student,Master,《历代名画记》,第一卷 冯提伽,汉王元昌弟韩王元嘉，滕王元婴　阎立德弟立本　张孝师范长寿　何长寿　尉迟乙僧　刘孝思　靳智翼　王定　梁宽　吴智敏　康萨陀　王知慎　王韶应　檀智敏　杨须跋　赵武端　范龙树　周乌孙　杨德绍　陈义　殷[1]殷季友　许琨　僧法明　钱国养　左文通　王陁子　牛昭　吴道子　张爱儿　杨惠之　员明　程进　韩伯通　窦弘果　毛婆罗　孙仁贵　金忠义　翟琰　李生　张藏　杨庭光　卢稜伽　姚景仙　武静藏　董崿　陈静心弟静眼　程雅　杨坦　杨仙乔　解倩　冯绍正　姜皎　李思训弟思诲，思诲子林甫，林甫弟昭道，林甫侄凑　薛稷　郎馀令　曹元廓　刘行臣　畅䛒[2]子明瑾　杨宁　杨昇　张萱　尹琳　李仲昌　李嗣真　韦无忝弟无纵　朱抱一　竺元标　蔡金刚　毛嵩　姚彦山　程逊　董好子　杨树儿　耿纯　任贞亮　陆庭曜　畅整　李相国　陈悫　刘智敏　史晟　何君墨　京元成　崔霞　冷元琇　马光业　李蛮子　马树鹰　祝丘　潘细衣　周子敬　段去惑　僧智瑰　殷令名　殷闻礼子仲容　谈皎　僧金刚三藏　张遵礼　王绍宗　宋令文　司马承祯　卢鸿　释翛然　郑虔　郑逾　曹霸　李果奴果奴孙士昉　韩幹　孔荣　陈闳　孟仲晖　杜景祥　王允之　王维　张諲　刘方平　王熊　王象　田琦窦师纶　江都王绪　李逖　李平钧　崔阳元　李炅　张维亘　李滔　张通　耿昌言弟昌期　周古言　严杲　杨德本　具俊　李韶　魏晋孙　蒯廉　白旻　韩嶷子文肃　陈庭　高江　车道政　滕王湛然　齐皎皎弟暎　朱审　王宰　毕宏　杨炎　史瓒　裴谞　韦鉴弟銮，子鶠　张璪陈昙　顾况　沈宁　刘商　刘整　刘之奇　边鸾　于锡　强颖　梁广　陈庶　陈恪恪子积善　戴重席　刘之章　周昉　赵博文兄博宣　王朏　郑寓　韩滉　戴嵩嵩弟峄李渐子仲和　萧祐　周太素　麹庭萧悦　张志和　侯莫陈厦　僧道芬　郑町　梁洽　项容　吴恬　王默
unknown_元嘉,元嘉,Kinship,unknown_元昌,元昌,Younger Brother,Older Brother,《历代名画记》,第一卷 冯提伽,汉王元昌弟韩王元嘉，滕王元婴　阎立德弟立本　张孝师范长寿　何长寿　尉迟乙僧　刘孝思　靳智翼　王定　梁宽　吴智敏　康萨陀　王知慎　王韶应　檀智敏　杨须跋　赵武端　范龙树　周乌孙　杨德绍　陈义　殷[1]殷季友　许琨　僧法明　钱国养　左文通　王陁子　牛昭　吴道子　张爱儿　杨惠之　员明　程进　韩伯通　窦弘果　毛婆罗　孙仁贵　金忠义　翟琰　李生　张藏　杨庭光　卢稜伽　姚景仙　武静藏　董崿　陈静心弟静眼　程雅　杨坦　杨仙乔　解倩　冯绍正　姜皎　李思训弟思诲，思诲子林甫，林甫弟昭道，林甫侄凑　薛稷　郎馀令　曹元廓　刘行臣　畅䛒[2]子明瑾　杨宁　杨昇　张萱　尹琳　李仲昌　李嗣真　韦无忝弟无纵　朱抱一　竺元标　蔡金刚　毛嵩　姚彦山　程逊　董好子　杨树儿　耿纯　任贞亮　陆庭曜　畅整　李相国　陈悫　刘智敏　史晟　何君墨　京元成　崔霞　冷元琇　马光业　李蛮子　马树鹰　祝丘　潘细衣　周子敬　段去惑　僧智瑰　殷令名　殷闻礼子仲容　谈皎　僧金刚三藏　张遵礼　王绍宗　宋令文　司马承祯　卢鸿　释翛然　郑虔　郑逾　曹霸　李果奴果奴孙士昉　韩幹　孔荣　陈闳　孟仲晖　杜景祥　王允之　王维　张諲　刘方平　王熊　王象　田琦窦师纶　江都王绪　李逖　李平钧　崔阳元　李炅　张维亘　李滔　张通　耿昌言弟昌期　周古言　严杲　杨德本　具俊　李韶　魏晋孙　蒯廉　白旻　韩嶷子文肃　陈庭　高江　车道政　滕王湛然　齐皎皎弟暎　朱审　王宰　毕宏　杨炎　史瓒　裴谞　韦鉴弟銮，子鶠　张璪陈昙　顾况　沈宁　刘商　刘整　刘之奇　边鸾　于锡　强颖　梁广　陈庶　陈恪恪子积善　戴重席　刘之章　周昉　赵博文兄博宣　王朏　郑寓　韩滉　戴嵩嵩弟峄李渐子仲和　萧祐　周太素　麹庭萧悦　张志和　侯莫陈厦　僧道芬　郑町　梁洽　项容　吴恬　王默
meso_冯提伽,冯提伽,Master-Student,unknown_道芬则入,道芬则入,Student,Master,《历代名画记》,第一卷 论画山水树石,近代有侯莫陈厦、沙门道芬，精致稠沓，皆一时之秀也。吴兴郡南堂有两壁树石，余观之而叹曰：“此画位置若道芬，迹类宗偃，是何人哉？”吏对曰：“有徐表仁者，初为僧号宗偃，师道芬则入室。今寓于郡侧，年未衰而笔力奋疾。”召而来，征他笔皆不类，遂指其单复曲折之势，耳剽心晤，成若宿构。使其凝意，且启幽襟，迨乎构成，亦窃奇状。向之两壁，盖得意深奇之作。观其潜蓄岚濑，遮藏洞泉，蛟根束鳞，危干凌碧，重质委地，青飙满堂。吴兴茶山，水石奔异，境与性会。乃召于山中写明月峡，因叙其所见，庶为知言。知之者解颐，不知者拊掌。
unknown_如晋明帝,如晋明帝,Master-Student,meso_王廙,王廙,Student,Master,《历代名画记》,第二卷 叙师资传授南北时代,至如晋明帝师于王廙，卫协师于曹不兴，顾恺之、张墨、荀勖师于卫协。卫、张同时，并有“画圣”之名。史道硕、王微师于荀勖、卫协，戴逵师于范宣。荀、卫之后，范宣第一。逵子勃、勃弟颙师于父。已上晋。
meso_卫协,卫协,Master-Student,meso_曹不兴,曹不兴,Student,Master,《历代名画记》,第二卷 叙师资传授南北时代,至如晋明帝师于王廙，卫协师于曹不兴，顾恺之、张墨、荀勖师于卫协。卫、张同时，并有“画圣”之名。史道硕、王微师于荀勖、卫协，戴逵师于范宣。荀、卫之后，范宣第一。逵子勃、勃弟颙师于父。已上晋。
meso_荀勖,荀勖,Master-Student,meso_卫协,卫协,Student,Master,《历代名画记》,第二卷 叙师资传授南北时代,至如晋明帝师于王廙，卫协师于曹不兴，顾恺之、张墨、荀勖师于卫协。卫、张同时，并有“画圣”之名。史道硕、王微师于荀勖、卫协，戴逵师于范宣。荀、卫之后，范宣第一。逵子勃、勃弟颙师于父。已上晋。
meso_王微,王微,Master-Student,meso_荀勖,荀勖,Student,Master,《历代名画记》,第二卷 叙师资传授南北时代,至如晋明帝师于王廙，卫协师于曹不兴，顾恺之、张墨、荀勖师于卫协。卫、张同时，并有“画圣”之名。史道硕、王微师于荀勖、卫协，戴逵师于范宣。荀、卫之后，范宣第一。逵子勃、勃弟颙师于父。已上晋。
meso_戴逵,戴逵,Master-Student,unknown_范宣,范宣,Student,Master,《历代名画记》,第二卷 叙师资传授南北时代,至如晋明帝师于王廙，卫协师于曹不兴，顾恺之、张墨、荀勖师于卫协。卫、张同时，并有“画圣”之名。史道硕、王微师于荀勖、卫协，戴逵师于范宣。荀、卫之后，范宣第一。逵子勃、勃弟颙师于父。已上晋。
meso_张则,张则,Master-Student,meso_吴暕,吴暕,Student,Master,《历代名画记》,第二卷 叙师资传授南北时代,陆探微师于顾恺之，探微子绥、弘肃并师于父。顾宝光、袁倩师于陆，倩子质师于父。顾骏之师于张墨，张则师于吴暕，吴暕师于江僧宝。刘胤祖师于晋明帝，胤祖弟绍祖、子璞并师于胤祖。已上宋。
meso_吴暕,吴暕,Master-Student,unknown_江僧宝,江僧宝,Student,Master,《历代名画记》,第二卷 叙师资传授南北时代,陆探微师于顾恺之，探微子绥、弘肃并师于父。顾宝光、袁倩师于陆，倩子质师于父。顾骏之师于张墨，张则师于吴暕，吴暕师于江僧宝。刘胤祖师于晋明帝，胤祖弟绍祖、子璞并师于胤祖。已上宋。
meso_刘胤祖,刘胤祖,Master-Student,unknown_晋明帝,晋明帝,Student,Master,《历代名画记》,第二卷 叙师资传授南北时代,陆探微师于顾恺之，探微子绥、弘肃并师于父。顾宝光、袁倩师于陆，倩子质师于父。顾骏之师于张墨，张则师于吴暕，吴暕师于江僧宝。刘胤祖师于晋明帝，胤祖弟绍祖、子璞并师于胤祖。已上宋。
unknown_蘧道愍,蘧道愍,Master-Student,meso_章继伯,章继伯,Student,Master,《历代名画记》,第二卷 叙师资传授南北时代,姚昙度子释惠觉师于父。蘧道愍师于章继伯。蘧后胜于章也。道愍甥僧珍师于道愍。沈标师于谢赫。周昙妍师于曹仲达。毛惠远师于顾。惠远弟惠秀、子稜并师于惠远。皆不及惠远。已上南齐。
unknown_愍甥僧珍,愍甥僧珍,Master-Student,unknown_道愍,道愍,Student,Master,《历代名画记》,第二卷 叙师资传授南北时代,姚昙度子释惠觉师于父。蘧道愍师于章继伯。蘧后胜于章也。道愍甥僧珍师于道愍。沈标师于谢赫。周昙妍师于曹仲达。毛惠远师于顾。惠远弟惠秀、子稜并师于惠远。皆不及惠远。已上南齐。
meso_沈标,沈标,Master-Student,unknown_谢赫,谢赫,Student,Master,《历代名画记》,第二卷 叙师资传授南北时代,姚昙度子释惠觉师于父。蘧道愍师于章继伯。蘧后胜于章也。道愍甥僧珍师于道愍。沈标师于谢赫。周昙妍师于曹仲达。毛惠远师于顾。惠远弟惠秀、子稜并师于惠远。皆不及惠远。已上南齐。
unknown_周昙妍,周昙妍,Master-Student,meso_曹仲达,曹仲达,Student,Master,《历代名画记》,第二卷 叙师资传授南北时代,姚昙度子释惠觉师于父。蘧道愍师于章继伯。蘧后胜于章也。道愍甥僧珍师于道愍。沈标师于谢赫。周昙妍师于曹仲达。毛惠远师于顾。惠远弟惠秀、子稜并师于惠远。皆不及惠远。已上南齐。
meso_解倩,解倩,Master-Student,meso_聂松,聂松,Student,Master,《历代名画记》,第二卷 叙师资传授南北时代,袁昂师于谢、张、郑。袁尤得绮罗之妙也。张僧繇子善果、儒童并师于父。解倩师于聂松、蘧道愍。道愍不及解倩。焦宝愿师于张、谢。江僧宝师于袁、陆及戴。江长于画人。已上梁。
meso_李雅,李雅,Master-Student,unknown_张僧繇,张僧繇,Student,Master,《历代名画记》,第二卷 叙师资传授南北时代,郑法士师于张。张之高足。法士弟法轮、子德文，并师于法士。不及法士也。孙尚子师于顾、陆、张、郑。尚子鞍马、树石几胜于法士。陈善见师于杨、郑。善见写拓杨、郑之迹不辨。李雅师于张僧繇。王仲舒师于孙尚子。已上隋。
unknown_陈廷,陈廷,Master-Student,unknown_乙僧,乙僧,Student,Master,《历代名画记》,第二卷 叙师资传授南北时代,二阎师于郑、张、杨、展。兼师于父毗，毗在隋朝。范长寿、何长寿并师于张。何劣于范。尉迟乙僧师于父。尉迟跋那质在隋朝。陈廷师于乙僧。乙僧外国，陈廷次之。靳智翼师于曹。曹创佛事画。佛有“曹家样”“张家样”及“吴家样”。吴智敏师于梁宽。宽胜智敏。王智慎师于阎。极类阎之迹而少劣。檀智敏师于董。吴道子师于张僧繇。又师于张孝师，又授笔法于张长史旭。卢稜伽、杨庭光、李生、张藏并师于吴。各有所长，稜伽、庭光为上足。刘行臣师于王韶应。韩幹、陈闳师于曹霸。王绍宗师于殷仲容。已上国朝画人，近代皆不载也。
meso_吴智敏,吴智敏,Master-Student,meso_梁宽,梁宽,Student,Master,《历代名画记》,第二卷 叙师资传授南北时代,二阎师于郑、张、杨、展。兼师于父毗，毗在隋朝。范长寿、何长寿并师于张。何劣于范。尉迟乙僧师于父。尉迟跋那质在隋朝。陈廷师于乙僧。乙僧外国，陈廷次之。靳智翼师于曹。曹创佛事画。佛有“曹家样”“张家样”及“吴家样”。吴智敏师于梁宽。宽胜智敏。王智慎师于阎。极类阎之迹而少劣。檀智敏师于董。吴道子师于张僧繇。又师于张孝师，又授笔法于张长史旭。卢稜伽、杨庭光、李生、张藏并师于吴。各有所长，稜伽、庭光为上足。刘行臣师于王韶应。韩幹、陈闳师于曹霸。王绍宗师于殷仲容。已上国朝画人，近代皆不载也。
meso_刘行臣,刘行臣,Master-Student,meso_王韶应,王韶应,Student,Master,《历代名画记》,第二卷 叙师资传授南北时代,二阎师于郑、张、杨、展。兼师于父毗，毗在隋朝。范长寿、何长寿并师于张。何劣于范。尉迟乙僧师于父。尉迟跋那质在隋朝。陈廷师于乙僧。乙僧外国，陈廷次之。靳智翼师于曹。曹创佛事画。佛有“曹家样”“张家样”及“吴家样”。吴智敏师于梁宽。宽胜智敏。王智慎师于阎。极类阎之迹而少劣。檀智敏师于董。吴道子师于张僧繇。又师于张孝师，又授笔法于张长史旭。卢稜伽、杨庭光、李生、张藏并师于吴。各有所长，稜伽、庭光为上足。刘行臣师于王韶应。韩幹、陈闳师于曹霸。王绍宗师于殷仲容。已上国朝画人，近代皆不载也。
meso_陈闳,陈闳,Master-Student,meso_曹霸,曹霸,Student,Master,《历代名画记》,第二卷 叙师资传授南北时代,二阎师于郑、张、杨、展。兼师于父毗，毗在隋朝。范长寿、何长寿并师于张。何劣于范。尉迟乙僧师于父。尉迟跋那质在隋朝。陈廷师于乙僧。乙僧外国，陈廷次之。靳智翼师于曹。曹创佛事画。佛有“曹家样”“张家样”及“吴家样”。吴智敏师于梁宽。宽胜智敏。王智慎师于阎。极类阎之迹而少劣。檀智敏师于董。吴道子师于张僧繇。又师于张孝师，又授笔法于张长史旭。卢稜伽、杨庭光、李生、张藏并师于吴。各有所长，稜伽、庭光为上足。刘行臣师于王韶应。韩幹、陈闳师于曹霸。王绍宗师于殷仲容。已上国朝画人，近代皆不载也。
meso_王绍宗,王绍宗,Master-Student,unknown_殷仲容,殷仲容,Student,Master,《历代名画记》,第二卷 叙师资传授南北时代,二阎师于郑、张、杨、展。兼师于父毗，毗在隋朝。范长寿、何长寿并师于张。何劣于范。尉迟乙僧师于父。尉迟跋那质在隋朝。陈廷师于乙僧。乙僧外国，陈廷次之。靳智翼师于曹。曹创佛事画。佛有“曹家样”“张家样”及“吴家样”。吴智敏师于梁宽。宽胜智敏。王智慎师于阎。极类阎之迹而少劣。檀智敏师于董。吴道子师于张僧繇。又师于张孝师，又授笔法于张长史旭。卢稜伽、杨庭光、李生、张藏并师于吴。各有所长，稜伽、庭光为上足。刘行臣师于王韶应。韩幹、陈闳师于曹霸。王绍宗师于殷仲容。已上国朝画人，近代皆不载也。
unknown_张智藏塑,张智藏塑,Kinship,unknown_即张寿,即张寿,Younger Brother,Older Brother,《历代名画记》,第三卷 东都寺观画壁,敬爱寺。据裴孝源《画录》云，有孙尚子画。彦远按：敬爱寺是中宗皇帝为高宗、武后置，孙尚子是隋朝画手，裴君所记为谬矣。佛殿内菩萨树下弥勒菩萨塑像，麟德二年自内出，王玄策取到西域所图菩萨像为样。巧儿、张寿、宋朝塑，王玄策指挥，李安贴金。东间弥勒像，张智藏塑，即张寿之弟也。陈永承成。西间弥勒像。窦弘果塑。已上三处像光及化生等，并是刘爽刻。殿中门西神，窦弘果塑。殿中门东神，赵云质塑，今谓之圣神也。此一殿功德并妙
unknown_茂德续其,茂德续其,Kinship,meso_刘行臣,刘行臣,Son,Father,《历代名画记》,第三卷 东都寺观画壁,大院纱廊壁行僧，中门内已西，并赵武端描，惟唐三藏是刘行臣描，亦成。中门内已东五僧。师奴描。第六僧已东，至东行南头第二门已南并刘行臣描。已北，并赵武端描，或云刘行臣描。中门西边纱廊外面，并圣历已后，刘茂德描，陈庶子成。中门内立神，大门内坐神，并刘行臣描。中门东立神，及神之东西两鬼。圣历后，有神英法师，令何长寿扫却，欲重描。神英，京兆党何生，洛下众僧党刘行臣。时人以何生虽善山水，至于画神，不如刘。刘为关东独步，与西京长寿齐名。洛下之意，抑何进刘。不许神英之请，还遣行臣之子茂德续其父画。今中门东神及两鬼腰已上新接者，亦不迨其父矣。其日藏月藏经变，有病龙，又妙于福先寺者。殿内则天真，山亭院十轮经变、华严经，并武静藏画。龙王面上蜥蜴及怀中所抱鸡，尤妙。山亭院北及门楼内两厢，震亶、支提二神，并刘行臣画，今暗。第二门东神，亦行臣画，今暗。彦远游西京寺观不得遍，惟敬爱寺得细探讨，故为详备。
unknown_虢王元凤,虢王元凤,Kinship,unknown_太宗,太宗,Younger Brother,Older Brother,《历代名画记》,第九卷 唐朝上,时天下初定，异国来朝，诏立本画《外国图》。又鄠、杜间有苍虎为患，天皇引骁雄千骑取之。虢王元凤，太宗之弟也，弯弓三十钧，一矢毙之，召立本写貌，以旌雄勇。《国史》云：“太宗与侍臣泛游春苑，池中有奇鸟，随波容与。上爱玩不已，召侍从之臣歌咏之，急召立本写貌。阁中传呼画师阎立本，立本时已为主爵郎中，奔走流汗，俯伏池侧，手挥丹素，目瞻坐宾，不胜愧赧。退戒其子曰：‘吾少好读书属词，今独以丹青见知，躬厮役之务，辱莫大焉！尔宜深戒，勿习此艺。’”然性之所好，终不能舍。及为右相，与左相姜恪对掌枢务。恪曾立边功，立本唯善丹青，时人谓《千字文》语曰：“左相宣威沙漠，右相驰誉丹青。”言并非宰相器。咸亨元年，复为中书令；四年薨，谥曰文贞。
unknown_于梁宋间,于梁宋间,Kinship,unknown_逾即郑迁,逾即郑迁,Younger Brother,Older Brother,《历代名画记》,第九卷 唐朝上,郑逾，善山水。天宝中得名于梁宋间。逾即郑迁之弟。迁有书名。
unknown_有李士昉,有李士昉,Kinship,meso_李果奴,李果奴,Grandson,Grandfather,《历代名画记》,第九卷 唐朝上,李果奴，笔迹调润。天宝中，写貌人物及僧佛为妙。元和中有李士昉，即果奴之孙，笔迹及其祖，写貌极妙。在翰林、集贤。
meso_江都王绪,江都王绪,Kinship,unknown_霍王元轨,霍王元轨,Son,Father,《历代名画记》,第十卷 唐朝下,江都王绪，霍王元轨之子，太宗皇帝犹子也。多才艺，善书画，鞍马擅名。垂拱中，官至金州刺史。
